Item No.,1A,1B,2,3,4,5,6,7,8,9,,,,,,,,,10,11,12,13,,,,,,,14,,,,15,,,,,16,,,,,17,,,,,,,,,,,,,,,,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,,,,,,,,,,,,,,
Ques ID,Location,District,Age (Yrs),Sex,Education,Religion,Occupation,PersonNum,DogNum,PurSecurity,PurHunt,Pur Livest,PurPet,PurRecrt,PurExer,PurBreed,PurFood,PurOths,DogMove,Dog Bite,Heard Before,SourceSCH,SourceNews,sourceSocMed,SourceMass,SourceInternet,SourceFace,SourceOthers,OwnDog,Vaccinat,Year,Booklet,RabiesDog,RabiesCat,RabiesCattle,RabiesBat,RabiesDK,TransBite,TransScratch,TransInhale,TransSaliva,TransDK,SignBite,SignOff,SignGrowl,SignFoam,SignTail,SignSaliva,SignMouth,SignObject,SignAimless,SignRestless,SignVoice,SignPhobia,SignStare,SignUncon,SignFear,SignDK,BiteAction,SeekHelp,AnimMan,DogVacc,Dog Only,Oth Animals,Bite Only,Dog Saliva,Washing,Trad Heal,Local,Stray Bite,Own Bite,Vacc Bite,Wild Bite,Vacc Good,Fatal,Afford Cost,Fee Reason,Free roam,Stray Prob,Pop control,Onset Treat,World Day,Kill strays,Report Outbreak,Kill own,VSD Vacc,Good job,Support,Community,Information,Vacc Control,,,,,,,,,,,,,,
193,TANOKROM,2,60,1,2,1,6,4,0,0,0,0,1,0,1,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1,1,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,,,,,,,,,,,,,,
194,ASSAKAE,2,35,1,1,1,2,7,2,0,1,0,1,1,1,0,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,0,1,0,1,0,0,0,1,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,
195,MPATADO,2,24,1,3,1,1,4,2,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,1,1,,1,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,1,1,2,2,1,2,0,2,1,1,1,1,1,1,1,2,1,0,2,1,1,1,1,1,1,1,2,1,2,2,1,,,,,,,,,,,,,,
196,NEW-SITE,2,67,1,3,1,6,17,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,1,1,2018,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,1,0,1,2,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,
197,TANOKROM,2,19,1,2,1,6,5,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,0,2,1,1,1,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,
198,KOJOKROM,2,29,1,3,1,0,10,0,0,0,0,1,0,1,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4,1,1,1,0,1,0,2,0,0,0,1,1,1,1,1,1,0,1,0,1,2,0,0,0,0,1,2,0,1,1,0,1,,,,,,,,,,,,,,
199,TANOKROM,2,25,0,3,1,1,,2,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,1,1,2017,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
200,KOJOKROM,2,26,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,0,0,1,2,1,0,,1,2,2,0,1,1,0,2,,,,,,,,,,,,,,
201,NEW-SITE,2,24,0,3,1,5,4,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,2,0,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,
202,NTANKORFUL,2,37,1,1,1,2,7,0,0,1,0,0,0,0,1,0,0,,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,1,0,2,0,1,1,0,1,1,2,2,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,,,,,,,,,,,,,,
203,KWESIMINTSIM,2,25,0,3,1,0,3,2,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,0,1,1,2,2,1,1,0,1,1,1,2,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
204,ANAJI,2,31,0,3,1,3,5,2,0,0,0,1,0,0,0,0,0,5,0,1,1,1,1,1,1,1,1,0,0,2017,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,2,1,1,1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,0,2,1,0,0,2,1,1,2,2,1,0,0,1,,,,,,,,,,,,,,
205,BUTUMEGYABU,2,15,1,2,1,1,5,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,1,1,2018,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
206,APOLLO,2,38,1,3,1,3,3,0,0,0,0,1,1,0,1,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,4,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
207,TANOKROM,2,34,1,1,1,2,10,3,0,0,0,1,1,1,0,0,0,3,1,1,1,0,0,1,0,1,0,1,1,2018,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,4,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
208,NEW-SITE,2,24,1,3,1,3,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,4,1,1,1,1,2,1,2,2,2,0,1,1,1,1,1,1,2,1,0,1,1,2,1,0,1,1,2,2,1,0,1,1,,,,,,,,,,,,,,
209,EFFIAKUMA,2,60,1,2,1,6,4,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,1,1,0,0,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1,2,1,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
210,EFFIAKUMA,2,30,1,1,1,6,8,0,0,0,0,1,1,1,1,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,1,1,0,2,1,1,1,1,1,1,1,1,0,1,1,2,0,1,1,1,2,0,1,1,0,1,,,,,,,,,,,,,,
211,ANAJI,2,37,1,3,1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,4,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,2,0,1,,,,,,,,,,,,,,
212,ASSAKAE,2,39,1,3,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,2,1,2,2,0,2,1,1,0,1,1,1,0,1,0,1,1,2,0,1,1,1,0,2,1,1,0,2,,,,,,,,,,,,,,
213,BANKYEASE,2,54,1,3,1,3,5,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,0,1,1,2,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
214,NTANKORFUL,2,32,1,3,1,3,12,4,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,1,1,2018,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,0,1,1,1,0,0,2,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
215,ANAJI,2,29,1,2,2,2,3,0,0,1,0,1,0,0,0,0,0,,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,5,1,1,0,1,0,1,1,2,2,1,1,1,1,1,1,2,1,0,0,0,2,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,
216,TANOKROM,2,32,1,1,2,6,18,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,
217,KOJOKROM,2,33,0,1,1,2,4,0,0,1,0,1,0,1,0,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,KWESIMINTSIM,2,14,0,1,1,1,8,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,1,1,1,0,0,1,2,2,0,1,1,2,1,1,1,0,1,1,2,1,0,0,2,1,0,0,1,1,0,1,1,,,,,,,,,,,,,,
219,EFFIAKUMA,2,24,0,2,1,2,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,4,1,1,1,0,1,0,1,2,2,2,1,1,1,1,1,1,2,1,0,1,0,1,1,1,1,0,0,0,1,0,2,1,,,,,,,,,,,,,,
220,EFFIAKUMA,2,27,0,2,1,2,10,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,1,0,0,2,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,
221,EFFIAKUMA,2,29,1,2,1,1,6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,1,1,1,0,0,,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
222,EFFIAKUMA,2,17,0,1,1,0,14,0,0,0,0,0,0,0,1,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,EFFIAKUMA,2,25,1,2,1,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,EFFIAKUMA,2,22,1,1,1,1,5,1,0,0,0,1,0,0,0,0,0,4,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,4,5,1,1,0,1,0,1,2,2,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,
225,BANKYEASE,2,29,0,2,1,2,4,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,2,1,2,1,1,,,,,,,,,,,,,,
226,TANOKROM,2,36,1,2,1,6,12,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,2,2,1,1,2,1,,,,,,,,,,,,,,
227,APOLLO,2,28,1,2,1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,1,2,0,0,1,1,0,0,0,1,1,1,1,1,1,2,1,0,0,2,1,0,1,1,1,2,2,1,2,2,2,,,,,,,,,,,,,,
228,TANOKROM,2,24,0,2,1,5,2,0,0,0,0,0,1,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,ANAJI,2,47,1,2,1,2,4,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,1,0,1,1,0,2,1,1,1,2,1,1,2,1,0,1,1,2,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,
230,OBOKROM,2,35,1,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,NEW-SITE,2,30,1,3,1,5,4,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,,,,,,,,,,,,,,
232,APOLLO,2,35,1,3,1,6,10,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,,,,,,,,,,,,,,
233,TANOKROM,2,24,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,LAGOS TOWN,2,15,1,2,1,1,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,0,1,1,2,2,0,2,1,0,2,2,1,0,2,1,,,,,,,,,,,,,,
235,LAGOS TOWN,2,12,1,1,1,1,5,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,1,0,0,0,1,1,1,1,2,1,2,2,2,0,0,1,2,2,0,2,1,1,1,2,1,2,1,,,,,,,,,,,,,,
236,ANAJI,2,31,1,3,1,6,7,4,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,4,1,1,1,0,1,0,1,0,0,2,1,1,1,1,1,,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
237,ANAJI,2,67,0,3,1,6,12,4,0,0,0,1,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,1,1,2016,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
238,EFFIAKUMA,2,63,1,2,2,6,5,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,4,1,1,1,1,0,1,2,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,2,0,1,,,,,,,,,,,,,,
239,ADIENTEM,2,28,1,1,1,2,5,2,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
240,NEW-SITE,2,36,1,2,2,2,8,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,EFFIAKUMA,2,52,1,3,1,6,7,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,2018,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,1,0,2,0,0,2,1,1,1,1,1,1,2,1,0,0,1,2,1,1,1,1,2,2,1,1,2,1,,,,,,,,,,,,,,
242,ANAJI,2,35,1,3,0,5,2,2,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
243,KEJABIR,2,29,1,2,1,0,15,1,0,1,0,1,1,0,0,1,0,2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,1,0,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,,,,,,,,,,,,,,
244,APOLLO,2,25,1,3,1,1,18,1,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4,1,1,1,0,1,2,2,2,0,1,1,1,1,1,1,1,2,1,0,0,1,1,0,1,1,1,2,0,1,2,1,2,,,,,,,,,,,,,,
245,APOLLO,2,40,1,3,1,3,5,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,1,,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
246,NEW-SITE,2,32,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,4,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,
247,NEW-SITE,2,32,1,3,1,6,6,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,0,2,1,2,1,2,1,2,2,0,1,2,0,1,,,,,,,,,,,,,,
248,NEW-SITE,2,43,1,3,1,6,7,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,BANKYEASE,2,40,1,2,1,2,5,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,
250,ANAJI,2,18,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,ANAJI,2,24,0,3,1,1,12,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,2,2,1,2,2,2,0,2,2,1,1,1,1,1,2,2,0,1,0,0,2,0,0,1,2,0,2,1,2,0,2,,,,,,,,,,,,,,
252,NEW-SITE,2,35,0,3,1,5,5,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,,,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,,,,,,,,,,,,,,
253,ANAJI,2,30,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,2,0,1,1,2,2,1,1,1,1,1,1,2,0,0,1,1,2,0,1,1,1,0,0,1,2,0,1,,,,,,,,,,,,,,
254,ANAJI,2,60,1,3,1,6,5,2,0,0,0,1,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,NEW-SITE,2,46,0,2,1,5,6,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,1,2,0,0,0,1,1,1,1,1,2,1,1,0,2,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,
256,TANOKROM,2,30,1,1,2,6,3,0,0,0,0,1,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,NEW-SITE,2,26,0,2,1,2,4,1,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,1,1,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,2,1,0,1,2,,,,,,,,,,,,,,
258,NEW-SITE,2,27,0,3,1,1,4,1,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,1,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,2,1,0,1,2,,,,,,,,,,,,,,
259,NEW-SITE,2,19,1,2,1,1,7,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,2,0,0,1,0,1,1,0,1,1,1,,,,,,,,,,,,,,
260,APOLLO,2,30,1,2,1,2,7,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,1,2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,2,1,2,2,0,2,1,1,1,1,1,2,2,1,0,2,2,2,0,2,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
